,Fecha_Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
738,2004-09-20,Piso,Venta,Barcelona,250.0,1527750.0,2005-02-10,Luisa
739,2004-09-21,Parking,Alquiler,Barcelona,254.0,2328418.0,2005-01-06,Joaquín
740,2004-09-21,Parking,Venta,Tarragona,126.0,1184274.0,2005-07-28,María
742,2004-09-22,Local,Venta,Lleida,56.0,542864.0,2005-09-08,María
748,2004-09-23,Local,Venta,Lleida,114.0,679554.0,2005-09-16,Pedro
749,2004-09-23,Parking,Alquiler,Girona,294.0,1335936.0,2005-07-14,Carmen
750,2004-09-23,Parking,Venta,Girona,132.0,556116.0,2005-09-11,Luisa
751,2004-09-25,Local,Venta,Barcelona,182.0,1509872.0,2005-08-05,Luisa
752,2004-09-25,Local,Venta,Lleida,67.0,399655.0,2005-08-13,Luisa
753,2004-09-25,Piso,Alquiler,Tarragona,251.0,1206557.0,2005-05-20,María
757,2004-09-26,Piso,Venta,Barcelona,272.0,1535168.0,2005-07-26,Luisa
758,2004-09-26,Piso,Alquiler,Tarragona,117.0,823680.0,2005-01-19,María
760,2004-09-26,Local,Venta,Girona,50.0,411700.0,2005-01-05,Carmen
761,2004-09-26,Parking,Venta,Barcelona,48.0,371712.0,2005-08-14,María
762,2004-09-27,Piso,Alquiler,Girona,291.0,2411808.0,2005-02-28,Joaquín
764,2004-09-28,Local,Alquiler,Girona,291.0,2354481.0,2005-01-26,Carmen
765,2004-09-29,Piso,Alquiler,Girona,204.0,1044480.0,2005-04-17,Jesús
766,2004-09-29,Piso,Alquiler,Barcelona,95.0,510150.0,2005-05-07,Jesús
767,2004-09-29,Piso,Venta,Girona,231.0,1213212.0,2005-06-24,Carmen
773,2004-10-05,Local,Alquiler,Tarragona,244.0,2332152.0,2005-06-05,Joaquín
774,2004-10-05,Local,Venta,Lleida,204.0,1606500.0,2005-07-25,Carmen
775,2004-10-05,Parking,Venta,Lleida,76.0,411160.0,2005-02-15,Joaquín
777,2004-10-06,Local,Alquiler,Barcelona,228.0,1554732.0,2005-08-17,Jesús
778,2004-10-06,Local,Alquiler,Tarragona,256.0,1877760.0,2005-04-14,María
779,2004-10-06,Local,Venta,Tarragona,185.0,1607280.0,2005-03-28,Carmen
783,2004-10-06,Parking,Alquiler,Tarragona,83.0,778706.0,2005-09-11,María
785,2004-10-06,Parking,Venta,Lleida,224.0,913248.0,2005-07-03,Jesús
788,2004-10-07,Piso,Venta,Barcelona,251.0,1781849.0,2005-07-23,Luisa
789,2004-10-07,Piso,Venta,Tarragona,108.0,647460.0,2005-03-10,Luisa
791,2004-10-08,Piso,Venta,Tarragona,292.0,1565120.0,2005-10-02,Joaquín
792,2004-10-08,Piso,Venta,Lleida,88.0,507320.0,2005-09-06,María
797,2004-10-11,Piso,Venta,Girona,222.0,1478742.0,2005-09-24,Jesús
799,2004-10-12,Local,Alquiler,Tarragona,67.0,653250.0,2005-02-19,María
800,2004-10-13,Local,Alquiler,Tarragona,159.0,1323198.0,2005-08-26,Jesús
802,2004-10-13,Local,Alquiler,Tarragona,163.0,1115409.0,2005-03-14,María
804,2004-10-14,Piso,Alquiler,Barcelona,243.0,1469178.0,2005-02-18,Pedro
815,2004-10-18,Parking,Alquiler,Barcelona,232.0,2180104.0,2005-07-19,Joaquín
818,2004-10-19,Parking,Venta,Barcelona,102.0,562632.0,2005-09-01,Luisa
819,2004-10-19,Piso,Alquiler,Tarragona,206.0,1688170.0,2005-07-17,Jesús
820,2004-10-19,Parking,Venta,Girona,161.0,1392006.0,2005-07-12,María
822,2004-10-20,Parking,Venta,Lleida,177.0,992793.0,2005-03-20,Carmen
823,2004-10-21,Piso,Alquiler,Girona,60.0,484560.0,2005-08-24,Jesús
824,2004-10-21,Local,Venta,Tarragona,172.0,866880.0,2005-09-01,Luisa
828,2004-10-23,Local,Venta,Lleida,152.0,1218888.0,2005-03-04,Joaquín
829,2004-10-24,Local,Venta,Lleida,143.0,1409551.0,2005-04-23,Jesús
830,2004-10-24,Parking,Venta,Girona,115.0,880900.0,2005-07-04,Carmen
834,2004-10-25,Parking,Venta,Lleida,168.0,1276800.0,2005-07-25,Carmen
836,2004-10-27,Local,Venta,Girona,127.0,1021334.0,2005-05-21,Joaquín
837,2004-10-27,Piso,Alquiler,Girona,62.0,583110.0,2005-02-19,Joaquín
838,2004-10-27,Local,Venta,Lleida,109.0,1029178.0,2005-07-13,Joaquín
839,2004-10-27,Parking,Alquiler,Girona,114.0,1040478.0,2005-04-29,Carmen
840,2004-10-27,Piso,Venta,Girona,120.0,1061160.0,2005-04-13,Luisa
843,2004-10-30,Local,Alquiler,Tarragona,121.0,593021.0,2005-02-28,Luisa
846,2004-10-31,Piso,Alquiler,Girona,121.0,731929.0,2005-06-27,Pedro
849,2004-11-01,Piso,Alquiler,Girona,159.0,1391091.0,2005-06-16,Carmen
852,2004-11-02,Piso,Venta,Tarragona,246.0,1708716.0,2005-03-16,Jesús
853,2004-11-02,Piso,Alquiler,Lleida,299.0,2430272.0,2005-03-26,Carmen
859,2004-11-03,Piso,Venta,Lleida,288.0,2242656.0,2005-02-11,Jesús
860,2004-11-03,Piso,Alquiler,Girona,96.0,891456.0,2005-07-28,Pedro
861,2004-11-04,Local,Alquiler,Barcelona,152.0,631560.0,2005-10-28,Joaquín
864,2004-11-06,Parking,Alquiler,Girona,110.0,523160.0,2005-09-11,Joaquín
865,2004-11-07,Parking,Venta,Girona,136.0,1054544.0,2005-09-18,María
868,2004-11-07,Parking,Alquiler,Lleida,183.0,1082079.0,2005-09-07,Carmen
871,2004-11-09,Piso,Alquiler,Girona,185.0,1390460.0,2005-08-29,Jesús
873,2004-11-09,Piso,Venta,Tarragona,80.0,458560.0,2005-02-22,Pedro
879,2004-11-11,Parking,Alquiler,Lleida,272.0,1542784.0,2005-06-24,Joaquín
881,2004-11-11,Local,Venta,Tarragona,220.0,970420.0,2005-08-28,Luisa
882,2004-11-11,Piso,Venta,Girona,266.0,1370964.0,2005-10-22,María
883,2004-11-11,Piso,Venta,Girona,125.0,590875.0,2005-09-20,Carmen
885,2004-11-12,Piso,Venta,Girona,133.0,1191281.0,2005-06-28,Joaquín
893,2004-11-14,Parking,Alquiler,Lleida,92.0,610696.0,2005-05-04,Jesús
895,2004-11-14,Piso,Alquiler,Tarragona,226.0,1340632.0,2005-09-24,Luisa
898,2004-11-16,Local,Venta,Barcelona,58.0,315810.0,2005-06-14,Jesús
900,2004-11-16,Parking,Alquiler,Girona,294.0,1653456.0,2005-07-18,Pedro
903,2004-11-17,Piso,Venta,Barcelona,62.0,455762.0,2005-07-25,Pedro
904,2004-11-18,Local,Alquiler,Girona,116.0,479892.0,2005-11-11,Joaquín
907,2004-11-18,Parking,Venta,Girona,134.0,933444.0,2005-04-17,Pedro
909,2004-11-19,Piso,Alquiler,Tarragona,197.0,1506853.0,2005-11-16,Jesús
910,2004-11-20,Local,Alquiler,Barcelona,135.0,1036665.0,2005-11-08,Pedro
913,2004-11-20,Piso,Venta,Girona,48.0,366480.0,2005-09-19,Pedro
915,2004-11-21,Piso,Alquiler,Lleida,155.0,1511095.0,2005-08-20,María
916,2004-11-21,Parking,Venta,Tarragona,263.0,1719757.0,2005-08-28,Pedro
923,2004-11-25,Parking,Alquiler,Girona,283.0,2213909.0,2005-05-10,Luisa
924,2004-11-25,Parking,Alquiler,Lleida,298.0,2039512.0,2005-10-11,Joaquín
928,2004-11-27,Local,Alquiler,Tarragona,73.0,410260.0,2005-10-29,Carmen
929,2004-11-27,Local,Venta,Tarragona,161.0,1604687.0,2005-03-05,Luisa
931,2004-11-29,Parking,Venta,Lleida,121.0,754435.0,2005-04-23,Joaquín
932,2004-11-29,Parking,Alquiler,Tarragona,150.0,795000.0,2005-10-17,Luisa
935,2004-12-01,Parking,Alquiler,Girona,116.0,573040.0,2005-11-01,María
937,2004-12-01,Local,Venta,Barcelona,158.0,766774.0,2005-03-24,Pedro
942,2004-12-03,Piso,Venta,Tarragona,268.0,1273000.0,2005-06-16,Carmen
943,2004-12-03,Piso,Alquiler,Girona,66.0,558030.0,2005-12-01,Carmen
944,2004-12-04,Piso,Venta,Tarragona,162.0,894888.0,2005-03-26,Pedro
945,2004-12-04,Piso,Venta,Girona,243.0,1447551.0,2005-09-13,Pedro
947,2004-12-05,Piso,Alquiler,Girona,237.0,1725597.0,2005-07-07,Pedro
948,2004-12-05,Parking,Alquiler,Barcelona,206.0,1241562.0,2005-07-27,María
949,2004-12-05,Piso,Venta,Girona,233.0,2153852.0,2005-03-11,Pedro
953,2004-12-08,Parking,Venta,Lleida,68.0,330956.0,2005-09-18,María
955,2004-12-09,Piso,Venta,Tarragona,80.0,509840.0,2005-05-21,Carmen
957,2004-12-10,Local,Alquiler,Tarragona,227.0,1071667.0,2005-05-26,Carmen
958,2004-12-10,Parking,Venta,Tarragona,291.0,1872876.0,2005-05-16,María
960,2004-12-10,Parking,Alquiler,Girona,96.0,535584.0,2005-10-22,Carmen
962,2004-12-11,Local,Venta,Lleida,190.0,1593720.0,2005-05-28,Pedro
965,2004-12-11,Piso,Alquiler,Lleida,213.0,1994532.0,2005-04-22,María
966,2004-12-12,Piso,Venta,Girona,175.0,722925.0,2005-03-18,Carmen
967,2004-12-12,Local,Alquiler,Lleida,96.0,769824.0,2005-10-03,Jesús
968,2004-12-14,Piso,Venta,Lleida,272.0,2581552.0,2005-10-22,Pedro
969,2004-12-14,Piso,Alquiler,Girona,232.0,1193408.0,2005-06-07,Luisa
970,2004-12-14,Piso,Venta,Lleida,200.0,1145600.0,2005-09-22,María
971,2004-12-14,Piso,Venta,Girona,219.0,1059303.0,2005-07-27,Joaquín
973,2004-12-15,Parking,Alquiler,Lleida,131.0,920144.0,2005-12-10,Jesús
975,2004-12-16,Local,Alquiler,Barcelona,232.0,1236560.0,2005-11-20,Pedro
980,2004-12-18,Local,Venta,Girona,278.0,2273762.0,2005-11-30,Pedro
984,2004-12-20,Piso,Alquiler,Barcelona,270.0,2427300.0,2005-09-06,Pedro
988,2004-12-21,Piso,Venta,Lleida,81.0,528120.0,2005-07-09,Joaquín
991,2004-12-22,Piso,Alquiler,Girona,281.0,2326118.0,2005-07-22,María
993,2004-12-22,Local,Venta,Girona,187.0,1346961.0,2005-12-20,Joaquín
995,2004-12-23,Parking,Alquiler,Girona,88.0,690184.0,2005-05-29,Carmen
997,2004-12-23,Local,Venta,Girona,219.0,2101743.0,2005-07-30,Luisa
999,2004-12-24,Parking,Venta,Lleida,300.0,2707200.0,2005-10-15,Luisa
1000,2004-12-25,Local,Venta,Barcelona,250.0,1368750.0,2005-06-07,Luisa
1001,2004-12-25,Piso,Alquiler,Barcelona,292.0,2677056.0,2005-07-22,María
1002,2004-12-25,Parking,Venta,Tarragona,87.0,638058.0,2005-07-19,Jesús
1003,2004-12-26,Piso,Venta,Lleida,95.0,866780.0,2005-04-15,Jesús
1008,2004-12-27,Piso,Alquiler,Tarragona,222.0,1266732.0,2005-06-23,Pedro
1009,2004-12-27,Parking,Venta,Girona,211.0,945702.0,2005-12-04,Luisa
1010,2004-12-27,Piso,Alquiler,Barcelona,96.0,862848.0,2005-12-23,María
1014,2004-12-31,Local,Alquiler,Barcelona,168.0,1508472.0,2005-12-03,Luisa
1015,2005-01-01,Parking,Alquiler,Barcelona,142.0,1276864.0,2005-10-24,María
1016,2005-01-01,Parking,Venta,Girona,217.0,2101862.0,2005-10-23,Carmen
1017,2005-01-01,Local,Alquiler,Barcelona,269.0,1360064.0,2005-08-17,Jesús
1021,2005-01-03,Piso,Alquiler,Tarragona,237.0,1177653.0,2005-11-10,Joaquín
1023,2005-01-03,Piso,Alquiler,Barcelona,172.0,1615424.0,2005-11-19,Carmen
1025,2005-01-04,Parking,Alquiler,Barcelona,206.0,1231262.0,2005-07-10,Luisa
1028,2005-01-05,Piso,Alquiler,Lleida,269.0,1089181.0,2005-07-25,Joaquín
1029,2005-01-05,Piso,Alquiler,Tarragona,221.0,1194505.0,2005-12-12,María
1035,2005-01-07,Local,Venta,Lleida,180.0,1636560.0,2005-08-31,Luisa
1037,2005-01-08,Piso,Alquiler,Girona,59.0,325326.0,2005-04-09,Carmen
1039,2005-01-09,Local,Venta,Barcelona,162.0,1315440.0,2005-09-16,Jesús
1040,2005-01-09,Local,Alquiler,Tarragona,286.0,1732302.0,2005-08-26,Joaquín
1043,2005-01-11,Piso,Alquiler,Tarragona,217.0,1603196.0,2005-12-11,Joaquín
1044,2005-01-11,Parking,Alquiler,Girona,260.0,2402920.0,2005-10-09,Joaquín
1050,2005-01-12,Parking,Venta,Lleida,246.0,1940448.0,2005-10-08,Pedro
1054,2005-01-14,Local,Alquiler,Lleida,149.0,1250408.0,2005-10-30,Pedro
1057,2005-01-15,Parking,Venta,Barcelona,221.0,1919827.0,2006-01-06,Joaquín
1059,2005-01-17,Piso,Venta,Barcelona,80.0,500560.0,2005-12-11,Jesús
1061,2005-01-18,Parking,Venta,Tarragona,68.0,652052.0,2005-09-20,Joaquín
1063,2005-01-19,Piso,Alquiler,Girona,80.0,607200.0,2005-11-20,Carmen
1067,2005-01-21,Parking,Venta,Barcelona,221.0,1471197.0,2005-10-17,Joaquín
1068,2005-01-21,Local,Venta,Tarragona,108.0,1065744.0,2005-05-03,Pedro
1069,2005-01-21,Parking,Venta,Lleida,232.0,1162784.0,2005-08-23,Pedro
1070,2005-01-21,Parking,Venta,Girona,118.0,1134452.0,2005-04-27,Carmen
1071,2005-01-22,Piso,Alquiler,Girona,132.0,592152.0,2005-04-23,Carmen
1074,2005-01-23,Parking,Alquiler,Barcelona,290.0,2275050.0,2005-09-20,Jesús
1075,2005-01-23,Parking,Venta,Lleida,72.0,298368.0,2005-04-26,Luisa
1076,2005-01-23,Local,Alquiler,Barcelona,212.0,1911604.0,2006-01-14,María
1079,2005-01-24,Local,Alquiler,Lleida,287.0,2279354.0,2005-12-15,Joaquín
1080,2005-01-24,Piso,Alquiler,Barcelona,180.0,1128420.0,2005-10-13,Carmen
1083,2005-01-25,Parking,Alquiler,Girona,287.0,1370138.0,2005-05-03,Joaquín
1085,2005-01-25,Piso,Alquiler,Lleida,260.0,2546180.0,2005-05-23,Carmen
1086,2005-01-26,Parking,Alquiler,Tarragona,197.0,1199730.0,2006-01-13,Luisa
1089,2005-01-28,Local,Alquiler,Barcelona,253.0,1816793.0,2005-10-22,Pedro
1091,2005-01-29,Piso,Alquiler,Tarragona,299.0,2130375.0,2005-10-28,Carmen
1092,2005-01-31,Parking,Alquiler,Girona,222.0,2209344.0,2005-09-09,Carmen
1093,2005-02-01,Piso,Venta,Barcelona,139.0,1187477.0,2005-05-31,Carmen
1094,2005-02-01,Local,Venta,Barcelona,300.0,1772700.0,2006-01-03,María
1095,2005-02-01,Local,Venta,Girona,64.0,539392.0,2005-08-03,Pedro
1099,2005-02-02,Piso,Alquiler,Tarragona,243.0,1814238.0,2006-01-29,Jesús
1102,2005-02-03,Local,Venta,Lleida,125.0,932250.0,2005-08-03,María
1104,2005-02-03,Parking,Alquiler,Tarragona,97.0,541648.0,2005-06-11,Carmen
1108,2005-02-05,Parking,Alquiler,Tarragona,286.0,2064634.0,2005-05-26,Carmen
1109,2005-02-05,Local,Venta,Lleida,110.0,924990.0,2005-09-25,Pedro
1110,2005-02-06,Parking,Alquiler,Barcelona,87.0,372447.0,2005-07-17,Jesús
1112,2005-02-06,Parking,Venta,Tarragona,157.0,1323353.0,2005-07-25,Luisa
1114,2005-02-08,Piso,Alquiler,Lleida,179.0,963020.0,2005-11-06,Pedro
1115,2005-02-08,Local,Venta,Lleida,96.0,493632.0,2006-01-13,Jesús
1117,2005-02-09,Parking,Alquiler,Lleida,293.0,2741308.0,2005-10-20,María
1118,2005-02-10,Local,Alquiler,Barcelona,286.0,1912482.0,2005-11-26,Pedro
1119,2005-02-10,Local,Venta,Girona,180.0,1707660.0,2005-07-28,Joaquín
1120,2005-02-10,Piso,Venta,Lleida,176.0,1592624.0,2005-05-20,Carmen
1121,2005-02-11,Piso,Venta,Girona,228.0,1339044.0,2005-12-14,Pedro
1123,2005-02-11,Piso,Venta,Girona,208.0,1215344.0,2005-05-27,Jesús
1125,2005-02-13,Piso,Venta,Tarragona,111.0,462315.0,2006-01-13,Luisa
1126,2005-02-14,Piso,Alquiler,Tarragona,75.0,359775.0,2005-05-29,María
1127,2005-02-14,Parking,Venta,Barcelona,229.0,1859480.0,2006-01-06,Joaquín
1130,2005-02-15,Parking,Venta,Barcelona,156.0,795912.0,2006-01-06,Carmen
1131,2005-02-15,Piso,Alquiler,Barcelona,92.0,900956.0,2005-06-14,Pedro
1133,2005-02-15,Local,Venta,Barcelona,122.0,879254.0,2005-06-25,Luisa
1136,2005-02-16,Piso,Venta,Lleida,75.0,563475.0,2005-12-25,Pedro
1140,2005-02-16,Parking,Venta,Lleida,179.0,1601334.0,2005-11-07,Jesús
1144,2005-02-17,Piso,Alquiler,Tarragona,106.0,850226.0,2005-09-02,Joaquín
1149,2005-02-18,Piso,Alquiler,Lleida,105.0,909090.0,2005-10-25,Jesús
1150,2005-02-18,Local,Venta,Barcelona,158.0,1308398.0,2006-02-05,Carmen
1151,2005-02-19,Local,Venta,Girona,224.0,1966272.0,2005-12-02,Pedro
1153,2005-02-20,Piso,Alquiler,Barcelona,292.0,2865688.0,2005-08-21,Carmen
1156,2005-02-20,Local,Venta,Girona,254.0,1614170.0,2006-01-18,María
1161,2005-02-22,Local,Venta,Tarragona,111.0,698301.0,2005-10-23,Joaquín
1163,2005-02-22,Parking,Venta,Lleida,174.0,750984.0,2005-07-07,Joaquín
1165,2005-02-23,Piso,Alquiler,Lleida,227.0,1820540.0,2005-10-12,Luisa
1166,2005-02-23,Parking,Venta,Lleida,152.0,1076464.0,2005-05-27,Pedro
1167,2005-02-24,Piso,Venta,Girona,206.0,1136502.0,2006-01-22,Pedro
1169,2005-02-24,Local,Alquiler,Tarragona,165.0,744480.0,2005-08-06,Jesús
1172,2005-02-25,Local,Venta,Lleida,83.0,463306.0,2005-09-04,María
1173,2005-02-26,Piso,Venta,Lleida,72.0,322344.0,2005-08-03,María
1174,2005-02-26,Local,Alquiler,Girona,62.0,484592.0,2005-10-09,María
1177,2005-02-27,Parking,Venta,Tarragona,219.0,1468614.0,2005-10-10,Pedro
1182,2005-03-01,Parking,Alquiler,Girona,45.0,360540.0,2005-09-02,María
1184,2005-03-02,Piso,Venta,Barcelona,236.0,1388388.0,2006-02-04,Joaquín
1187,2005-03-03,Parking,Alquiler,Girona,93.0,375813.0,2005-07-12,Pedro
1188,2005-03-03,Piso,Alquiler,Barcelona,255.0,1471605.0,2005-10-11,Carmen
1189,2005-03-03,Parking,Venta,Girona,153.0,1401633.0,2005-09-14,Carmen
1194,2005-03-04,Piso,Alquiler,Girona,92.0,743360.0,2005-08-11,Pedro
1197,2005-03-06,Piso,Venta,Barcelona,98.0,917378.0,2005-12-06,Pedro
1199,2005-03-06,Local,Venta,Barcelona,60.0,474600.0,2005-10-01,Luisa
1204,2005-03-07,Local,Venta,Barcelona,213.0,2105079.0,2005-07-25,Joaquín
1208,2005-03-08,Piso,Alquiler,Girona,91.0,395850.0,2005-12-10,Carmen
1210,2005-03-09,Local,Venta,Lleida,229.0,935694.0,2005-10-18,Jesús
1214,2005-03-10,Piso,Alquiler,Lleida,42.0,293370.0,2005-08-20,Pedro
1215,2005-03-10,Piso,Alquiler,Lleida,281.0,2688046.0,2005-10-24,Luisa
1217,2005-03-11,Piso,Venta,Girona,241.0,1729416.0,2005-09-18,Carmen
1219,2005-03-12,Parking,Venta,Tarragona,90.0,438480.0,2005-10-23,Joaquín
1220,2005-03-12,Local,Alquiler,Barcelona,269.0,2032295.0,2005-11-27,Joaquín
1221,2005-03-12,Piso,Alquiler,Tarragona,245.0,1377880.0,2005-07-10,Joaquín
1222,2005-03-12,Parking,Venta,Girona,181.0,1805475.0,2005-06-10,María
1223,2005-03-13,Parking,Venta,Tarragona,124.0,1070740.0,2005-12-22,Carmen
1224,2005-03-14,Parking,Venta,Girona,164.0,785068.0,2006-01-22,Jesús
1225,2005-03-14,Piso,Venta,Lleida,291.0,1497195.0,2005-08-17,María
1227,2005-03-14,Piso,Alquiler,Tarragona,188.0,996588.0,2005-06-20,Carmen
1231,2005-03-16,Local,Alquiler,Barcelona,138.0,949578.0,2006-02-17,María
1232,2005-03-17,Parking,Venta,Lleida,88.0,820776.0,2005-08-20,Carmen
1233,2005-03-17,Local,Venta,Lleida,116.0,848888.0,2005-07-26,Jesús
1234,2005-03-18,Piso,Venta,Lleida,233.0,1673173.0,2005-06-28,Joaquín
1240,2005-03-19,Local,Alquiler,Tarragona,88.0,630608.0,2005-12-17,Joaquín
1241,2005-03-20,Piso,Alquiler,Girona,100.0,484200.0,2005-09-30,Pedro
1244,2005-03-20,Parking,Venta,Girona,276.0,1477428.0,2005-11-23,María
1245,2005-03-21,Parking,Venta,Barcelona,68.0,367132.0,2005-08-31,Joaquín
1247,2005-03-22,Piso,Alquiler,Tarragona,182.0,851032.0,2006-01-02,Carmen
1248,2005-03-22,Parking,Alquiler,Barcelona,99.0,500148.0,2005-08-09,Joaquín
1249,2005-03-23,Piso,Venta,Girona,163.0,1362843.0,2006-01-31,Luisa
1250,2005-03-23,Local,Alquiler,Barcelona,150.0,730350.0,2005-06-28,Carmen
1255,2005-03-24,Piso,Venta,Girona,168.0,1620192.0,2005-10-09,María
1256,2005-03-25,Parking,Venta,Girona,117.0,1149525.0,2006-02-27,Pedro
1266,2005-03-29,Parking,Venta,Lleida,40.0,349720.0,2006-02-14,Luisa
1268,2005-03-30,Piso,Venta,Barcelona,138.0,1307688.0,2006-02-11,María
1270,2005-03-30,Parking,Venta,Tarragona,196.0,1730876.0,2005-07-12,Luisa
1272,2005-03-31,Piso,Venta,Girona,283.0,1599233.0,2005-11-04,Pedro
1273,2005-03-31,Piso,Venta,Lleida,189.0,1821771.0,2005-07-09,Pedro
1274,2005-04-01,Piso,Alquiler,Tarragona,278.0,1754180.0,2005-12-03,Luisa
1277,2005-04-02,Piso,Alquiler,Lleida,132.0,1040028.0,2005-11-17,María
1280,2005-04-04,Piso,Venta,Girona,176.0,1004608.0,2006-01-06,Jesús
1282,2005-04-04,Local,Alquiler,Girona,179.0,812660.0,2005-10-31,Jesús
1284,2005-04-05,Piso,Alquiler,Girona,72.0,682344.0,2005-08-26,Pedro
1285,2005-04-05,Parking,Alquiler,Girona,297.0,2872287.0,2005-09-16,Luisa
1293,2005-04-07,Local,Venta,Barcelona,102.0,480318.0,2006-01-12,Joaquín
1298,2005-04-09,Local,Venta,Girona,290.0,1702590.0,2006-04-09,Pedro
1307,2005-04-15,Parking,Venta,Lleida,149.0,1004707.0,2006-01-18,Joaquín
1308,2005-04-15,Parking,Alquiler,Lleida,99.0,574200.0,2005-09-16,Pedro
1312,2005-04-16,Piso,Alquiler,Lleida,165.0,921195.0,2005-10-05,Luisa
1313,2005-04-17,Local,Alquiler,Tarragona,142.0,1205864.0,2006-02-05,Luisa
1314,2005-04-17,Parking,Alquiler,Lleida,116.0,1035416.0,2006-02-01,María
1315,2005-04-17,Piso,Alquiler,Barcelona,223.0,1795819.0,2005-08-30,Luisa
1319,2005-04-18,Piso,Alquiler,Girona,164.0,841484.0,2006-04-07,María
1320,2005-04-18,Local,Alquiler,Girona,271.0,2478566.0,2005-07-21,Pedro
1321,2005-04-18,Local,Venta,Lleida,245.0,2396835.0,2005-08-18,Joaquín
1322,2005-04-19,Piso,Alquiler,Lleida,84.0,431760.0,2006-04-09,Carmen
1324,2005-04-19,Piso,Alquiler,Barcelona,73.0,563122.0,2005-10-25,Carmen
1327,2005-04-20,Parking,Alquiler,Barcelona,273.0,2306031.0,2005-09-25,Carmen
1330,2005-04-21,Piso,Venta,Tarragona,176.0,1435632.0,2006-03-10,Luisa
1331,2005-04-21,Parking,Alquiler,Tarragona,281.0,1619122.0,2005-09-26,Luisa
1334,2005-04-22,Local,Venta,Tarragona,229.0,954930.0,2005-08-15,María
1336,2005-04-23,Local,Alquiler,Girona,69.0,493971.0,2005-09-05,María
1340,2005-04-25,Local,Venta,Girona,132.0,1007688.0,2005-12-26,Luisa
1341,2005-04-25,Parking,Venta,Barcelona,194.0,1698664.0,2006-03-20,Carmen
1343,2005-04-25,Parking,Venta,Tarragona,285.0,1500240.0,2005-08-20,Carmen
1345,2005-04-25,Local,Alquiler,Barcelona,50.0,333650.0,2005-12-16,Carmen
1346,2005-04-26,Local,Venta,Barcelona,115.0,950015.0,2005-09-26,Pedro
1350,2005-04-26,Piso,Venta,Tarragona,59.0,505040.0,2005-09-08,Carmen
1351,2005-04-27,Piso,Venta,Girona,189.0,1064637.0,2005-11-29,Jesús
1354,2005-04-28,Piso,Alquiler,Tarragona,158.0,886222.0,2006-04-24,Luisa
1356,2005-04-28,Local,Venta,Lleida,285.0,1827420.0,2006-02-06,Luisa
1357,2005-04-29,Local,Venta,Tarragona,274.0,2474494.0,2006-03-25,Carmen
1358,2005-04-29,Parking,Venta,Tarragona,256.0,1059328.0,2006-04-17,Jesús
1359,2005-04-29,Parking,Venta,Tarragona,196.0,1201480.0,2005-09-18,María
1360,2005-04-30,Local,Venta,Tarragona,186.0,1179612.0,2005-10-06,Carmen
1368,2005-05-02,Parking,Alquiler,Lleida,128.0,976384.0,2006-04-19,Joaquín
1373,2005-05-04,Local,Venta,Barcelona,214.0,1287210.0,2005-12-21,Joaquín
1378,2005-05-06,Parking,Alquiler,Barcelona,119.0,1013523.0,2005-08-17,Joaquín
1381,2005-05-06,Parking,Venta,Tarragona,248.0,1352096.0,2006-03-14,Jesús
1384,2005-05-08,Parking,Venta,Barcelona,258.0,2066064.0,2005-11-25,María
1388,2005-05-08,Parking,Venta,Girona,203.0,1892772.0,2006-03-26,María
1394,2005-05-10,Local,Venta,Girona,252.0,1923264.0,2005-09-21,Carmen
1396,2005-05-10,Local,Alquiler,Lleida,223.0,1623217.0,2005-08-12,Luisa
1403,2005-05-15,Local,Venta,Barcelona,188.0,1453428.0,2005-09-14,Joaquín
1404,2005-05-15,Parking,Venta,Girona,71.0,493166.0,2005-12-08,Joaquín
1405,2005-05-15,Parking,Venta,Barcelona,163.0,1531222.0,2005-10-28,Joaquín
1407,2005-05-16,Parking,Venta,Barcelona,185.0,1384355.0,2005-11-15,Luisa
1410,2005-05-18,Piso,Alquiler,Tarragona,119.0,999481.0,2005-09-08,María
1413,2005-05-21,Piso,Alquiler,Tarragona,209.0,1206766.0,2005-11-09,Joaquín
1416,2005-05-21,Piso,Venta,Tarragona,262.0,1137866.0,2005-10-23,Joaquín
1417,2005-05-21,Piso,Alquiler,Tarragona,87.0,520521.0,2005-09-15,Carmen
1421,2005-05-22,Parking,Alquiler,Girona,282.0,1132230.0,2006-03-20,Pedro
1422,2005-05-23,Parking,Alquiler,Tarragona,280.0,1240400.0,2005-11-04,Jesús
1423,2005-05-23,Local,Alquiler,Barcelona,185.0,1583785.0,2005-09-17,Luisa
1424,2005-05-23,Parking,Venta,Barcelona,63.0,516159.0,2006-03-13,Luisa
1426,2005-05-24,Parking,Alquiler,Girona,223.0,2228439.0,2005-09-17,Carmen
1428,2005-05-25,Local,Alquiler,Lleida,200.0,1046800.0,2006-03-03,María
1430,2005-05-25,Piso,Venta,Barcelona,208.0,1792128.0,2006-04-15,Jesús
1433,2005-05-27,Parking,Venta,Tarragona,134.0,572984.0,2005-12-30,Jesús
1437,2005-05-28,Parking,Venta,Lleida,108.0,1001376.0,2006-02-10,Carmen
1439,2005-05-28,Parking,Venta,Girona,255.0,1504755.0,2005-10-31,Luisa
1443,2005-05-29,Piso,Alquiler,Lleida,204.0,958392.0,2006-01-21,Joaquín
