,Fecha_Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
515,2004-07-08,Oficina,Alquiler,Barcelona,119.0,720902.0,2005-06-23,Carmen
518,2004-07-09,Piso,Alquiler,Barcelona,123.0,682773.0,2005-01-30,Luisa
519,2004-07-09,Suelo,Alquiler,Lleida,42.0,279342.0,2005-01-24,María
522,2004-07-09,Suelo,Alquiler,Girona,270.0,1429380.0,2005-03-25,Carmen
523,2004-07-10,Piso,Alquiler,Barcelona,159.0,1536576.0,2005-06-24,Pedro
526,2004-07-11,Industrial,Alquiler,Barcelona,231.0,935781.0,2004-11-13,Joaquín
527,2004-07-12,Casa,Alquiler,Lleida,231.0,2273040.0,2005-02-04,Joaquín
528,2004-07-12,Industrial,Alquiler,Lleida,206.0,1414602.0,2005-06-14,Carmen
530,2004-07-12,Industrial,Alquiler,Barcelona,112.0,712768.0,2005-06-14,Carmen
531,2004-07-12,Local,Alquiler,Lleida,182.0,999726.0,2005-02-20,Carmen
533,2004-07-14,Oficina,Venta,Girona,62.0,410316.0,2004-12-27,Luisa
534,2004-07-14,Industrial,Alquiler,Lleida,280.0,1730680.0,2005-05-07,Carmen
536,2004-07-14,Local,Alquiler,Girona,117.0,1031121.0,2005-04-30,Luisa
537,2004-07-15,Industrial,Alquiler,Girona,279.0,2161134.0,2005-03-09,María
538,2004-07-16,Parking,Alquiler,Barcelona,111.0,761793.0,2005-07-11,María
539,2004-07-16,Parking,Alquiler,Tarragona,87.0,565587.0,2005-01-25,Joaquín
540,2004-07-16,Casa,Alquiler,Girona,62.0,251596.0,2005-06-20,Jesús
541,2004-07-16,Oficina,Venta,Barcelona,182.0,1514968.0,2004-10-24,María
543,2004-07-17,Oficina,Venta,Tarragona,79.0,694331.0,2005-03-10,Carmen
546,2004-07-20,Casa,Alquiler,Girona,200.0,1000000.0,2004-12-13,Jesús
549,2004-07-21,Casa,Alquiler,Lleida,275.0,1711325.0,2005-04-27,Luisa
550,2004-07-21,Piso,Alquiler,Girona,237.0,2215002.0,2004-10-31,Pedro
552,2004-07-21,Oficina,Venta,Barcelona,209.0,1568754.0,2004-12-15,Pedro
556,2004-07-23,Piso,Alquiler,Girona,198.0,1916442.0,2005-04-14,Joaquín
557,2004-07-24,Piso,Alquiler,Girona,246.0,1875012.0,2005-03-08,Luisa
558,2004-07-24,Local,Alquiler,Tarragona,188.0,1590104.0,2004-10-26,Pedro
559,2004-07-25,Industrial,Alquiler,Tarragona,285.0,1412175.0,2004-12-01,Pedro
560,2004-07-25,Parking,Alquiler,Lleida,53.0,280741.0,2005-07-01,Jesús
561,2004-07-25,Piso,Alquiler,Girona,161.0,960526.0,2005-06-21,Joaquín
563,2004-07-25,Casa,Alquiler,Lleida,112.0,513968.0,2005-04-30,Jesús
565,2004-07-26,Local,Alquiler,Girona,266.0,1881950.0,2005-01-15,María
568,2004-07-26,Local,Alquiler,Tarragona,167.0,700398.0,2005-03-07,Luisa
569,2004-07-27,Suelo,Alquiler,Lleida,79.0,659808.0,2005-01-23,Pedro
570,2004-07-27,Industrial,Alquiler,Tarragona,44.0,322036.0,2004-12-20,Jesús
571,2004-07-28,Local,Alquiler,Tarragona,235.0,1897155.0,2005-07-01,Carmen
573,2004-07-28,Local,Alquiler,Lleida,58.0,251430.0,2005-05-30,Carmen
574,2004-07-28,Parking,Alquiler,Barcelona,280.0,1877400.0,2005-04-21,Joaquín
576,2004-07-29,Oficina,Venta,Barcelona,154.0,889658.0,2005-06-22,Joaquín
577,2004-07-29,Oficina,Venta,Girona,221.0,1571973.0,2004-12-25,Joaquín
583,2004-08-01,Casa,Alquiler,Girona,257.0,1077601.0,2005-02-07,Luisa
584,2004-08-01,Parking,Alquiler,Girona,161.0,1050203.0,2005-02-04,Joaquín
585,2004-08-01,Oficina,Alquiler,Lleida,77.0,613921.0,2005-03-23,María
586,2004-08-02,Piso,Alquiler,Barcelona,184.0,1286344.0,2005-07-02,Joaquín
587,2004-08-02,Local,Alquiler,Tarragona,56.0,469168.0,2005-03-08,Pedro
588,2004-08-02,Oficina,Venta,Tarragona,138.0,1372686.0,2005-06-17,Carmen
590,2004-08-03,Suelo,Alquiler,Girona,46.0,435712.0,2005-03-31,Luisa
591,2004-08-03,Parking,Alquiler,Girona,145.0,999630.0,2005-05-01,Pedro
593,2004-08-04,Industrial,Alquiler,Tarragona,171.0,1148436.0,2005-06-29,Pedro
598,2004-08-08,Local,Alquiler,Lleida,76.0,738568.0,2005-03-22,Joaquín
599,2004-08-08,Oficina,Alquiler,Barcelona,289.0,1275646.0,2005-01-29,Pedro
600,2004-08-08,Casa,Alquiler,Girona,147.0,919632.0,2005-06-23,Luisa
602,2004-08-09,Casa,Alquiler,Barcelona,174.0,1408182.0,2005-05-23,Jesús
603,2004-08-10,Local,Alquiler,Lleida,149.0,704323.0,2005-08-03,Luisa
604,2004-08-10,Piso,Alquiler,Lleida,212.0,1817264.0,2005-06-25,María
605,2004-08-10,Parking,Alquiler,Lleida,45.0,360765.0,2005-03-05,María
611,2004-08-11,Casa,Alquiler,Girona,92.0,879244.0,2005-05-06,Joaquín
613,2004-08-12,Casa,Alquiler,Barcelona,241.0,1085705.0,2005-01-28,Pedro
615,2004-08-12,Piso,Alquiler,Barcelona,231.0,1237929.0,2005-04-13,Luisa
617,2004-08-13,Oficina,Alquiler,Lleida,78.0,391560.0,2005-01-20,Pedro
618,2004-08-13,Suelo,Alquiler,Barcelona,93.0,705963.0,2005-03-30,Pedro
619,2004-08-14,Suelo,Alquiler,Barcelona,58.0,406290.0,2005-07-04,Carmen
624,2004-08-15,Industrial,Alquiler,Girona,222.0,2171826.0,2005-01-12,Carmen
625,2004-08-16,Piso,Alquiler,Tarragona,263.0,2061131.0,2005-07-28,Joaquín
626,2004-08-16,Parking,Alquiler,Lleida,86.0,494758.0,2005-03-04,María
627,2004-08-16,Casa,Alquiler,Tarragona,212.0,1360828.0,2005-04-24,Jesús
629,2004-08-17,Parking,Alquiler,Girona,170.0,1567060.0,2005-02-19,María
630,2004-08-17,Parking,Alquiler,Barcelona,272.0,1972816.0,2005-08-14,Carmen
632,2004-08-17,Parking,Alquiler,Girona,167.0,1191044.0,2005-01-11,Luisa
633,2004-08-18,Piso,Alquiler,Tarragona,283.0,2576432.0,2005-05-13,María
634,2004-08-18,Local,Alquiler,Girona,197.0,981651.0,2005-01-17,Jesús
635,2004-08-18,Piso,Alquiler,Tarragona,181.0,1161477.0,2005-05-07,María
636,2004-08-18,Parking,Alquiler,Barcelona,95.0,938030.0,2005-06-03,María
638,2004-08-19,Piso,Alquiler,Girona,277.0,2646181.0,2005-07-04,Carmen
639,2004-08-19,Industrial,Alquiler,Tarragona,182.0,1243060.0,2005-07-16,María
640,2004-08-19,Oficina,Venta,Girona,249.0,2306238.0,2005-03-02,María
642,2004-08-20,Industrial,Alquiler,Lleida,255.0,2338095.0,2005-08-10,Carmen
643,2004-08-20,Industrial,Alquiler,Tarragona,164.0,1162104.0,2005-05-10,Pedro
645,2004-08-20,Parking,Alquiler,Lleida,168.0,1192800.0,2005-07-14,Joaquín
647,2004-08-21,Oficina,Venta,Girona,267.0,1153173.0,2005-03-28,Pedro
648,2004-08-21,Piso,Alquiler,Lleida,46.0,386354.0,2005-05-04,Pedro
651,2004-08-22,Oficina,Alquiler,Girona,259.0,1080548.0,2004-12-31,María
653,2004-08-22,Oficina,Alquiler,Girona,207.0,1953873.0,2005-06-10,Luisa
654,2004-08-22,Oficina,Venta,Girona,293.0,2787016.0,2005-03-23,Luisa
655,2004-08-23,Oficina,Venta,Tarragona,252.0,1773072.0,2005-04-01,Luisa
658,2004-08-23,Casa,Alquiler,Barcelona,72.0,500400.0,2005-01-22,María
661,2004-08-24,Parking,Alquiler,Girona,254.0,1963166.0,2005-07-27,Joaquín
662,2004-08-24,Local,Alquiler,Barcelona,47.0,463843.0,2005-02-19,Joaquín
663,2004-08-24,Local,Alquiler,Girona,252.0,2057832.0,2005-03-14,Luisa
664,2004-08-25,Local,Alquiler,Girona,163.0,1520627.0,2005-04-20,Pedro
666,2004-08-26,Oficina,Venta,Barcelona,116.0,651920.0,2005-05-09,María
670,2004-08-28,Suelo,Alquiler,Barcelona,235.0,1277930.0,2005-04-07,Luisa
671,2004-08-28,Local,Alquiler,Tarragona,186.0,1225926.0,2005-05-16,Luisa
674,2004-08-29,Oficina,Alquiler,Barcelona,62.0,329716.0,2005-05-10,Pedro
676,2004-08-30,Industrial,Alquiler,Tarragona,54.0,227178.0,2005-01-24,Joaquín
679,2004-08-30,Piso,Alquiler,Tarragona,249.0,1029864.0,2005-05-06,Carmen
680,2004-08-30,Industrial,Alquiler,Tarragona,284.0,1166104.0,2005-04-08,Jesús
681,2004-08-30,Oficina,Venta,Lleida,274.0,1577692.0,2005-05-11,Joaquín
682,2004-08-30,Piso,Alquiler,Lleida,121.0,1049433.0,2005-06-07,Jesús
685,2004-08-31,Suelo,Alquiler,Tarragona,57.0,330771.0,2005-01-05,María
686,2004-09-01,Piso,Alquiler,Lleida,240.0,1214880.0,2005-04-09,Luisa
689,2004-09-02,Parking,Alquiler,Tarragona,81.0,723492.0,2005-07-10,Joaquín
690,2004-09-02,Casa,Alquiler,Girona,118.0,827062.0,2005-03-22,Joaquín
691,2004-09-02,Oficina,Venta,Lleida,177.0,1022883.0,2005-04-29,María
693,2004-09-03,Piso,Alquiler,Lleida,88.0,392832.0,2005-01-28,María
695,2004-09-04,Suelo,Alquiler,Tarragona,256.0,1379328.0,2005-03-27,Luisa
696,2004-09-04,Local,Alquiler,Barcelona,163.0,1570016.0,2005-08-04,Carmen
697,2004-09-05,Parking,Alquiler,Girona,187.0,789140.0,2005-05-16,Carmen
698,2004-09-05,Suelo,Alquiler,Girona,73.0,542974.0,2005-06-14,Luisa
699,2004-09-06,Local,Alquiler,Girona,299.0,1251315.0,2005-01-20,Luisa
701,2004-09-07,Piso,Alquiler,Girona,295.0,2553225.0,2005-01-14,Carmen
703,2004-09-08,Piso,Alquiler,Barcelona,278.0,2540364.0,2005-04-12,Carmen
704,2004-09-08,Oficina,Alquiler,Tarragona,271.0,1165842.0,2005-02-10,Luisa
705,2004-09-08,Piso,Alquiler,Girona,258.0,1501560.0,2005-01-05,Joaquín
708,2004-09-09,Casa,Alquiler,Tarragona,210.0,1181670.0,2005-07-13,Jesús
711,2004-09-10,Parking,Alquiler,Lleida,244.0,2280668.0,2005-07-16,María
713,2004-09-10,Casa,Alquiler,Lleida,235.0,2135210.0,2005-05-14,Pedro
714,2004-09-10,Oficina,Alquiler,Lleida,43.0,329681.0,2005-01-19,Jesús
715,2004-09-10,Oficina,Alquiler,Barcelona,206.0,1793848.0,2005-09-03,Luisa
716,2004-09-10,Local,Alquiler,Tarragona,47.0,457498.0,2005-02-23,Jesús
717,2004-09-11,Suelo,Alquiler,Girona,161.0,736092.0,2005-02-26,María
718,2004-09-11,Oficina,Venta,Tarragona,283.0,1565839.0,2005-06-15,Pedro
721,2004-09-12,Industrial,Alquiler,Girona,86.0,611546.0,2005-02-10,Carmen
722,2004-09-12,Casa,Alquiler,Girona,54.0,518508.0,2005-02-16,María
723,2004-09-12,Oficina,Alquiler,Barcelona,241.0,2085373.0,2005-07-07,Joaquín
724,2004-09-13,Oficina,Alquiler,Barcelona,180.0,901980.0,2005-02-07,Carmen
726,2004-09-15,Suelo,Alquiler,Girona,195.0,1168440.0,2004-12-30,Luisa
728,2004-09-16,Casa,Alquiler,Lleida,197.0,1905187.0,2005-09-15,Pedro
729,2004-09-16,Parking,Alquiler,Tarragona,284.0,1830664.0,2005-01-02,Pedro
732,2004-09-17,Oficina,Alquiler,Girona,164.0,1225244.0,2005-08-07,Jesús
734,2004-09-18,Oficina,Alquiler,Barcelona,89.0,588023.0,2005-06-26,Joaquín
736,2004-09-19,Suelo,Alquiler,Lleida,85.0,780980.0,2005-07-20,Joaquín
737,2004-09-19,Suelo,Alquiler,Lleida,294.0,1201578.0,2005-01-31,Luisa
739,2004-09-21,Parking,Alquiler,Barcelona,254.0,2328418.0,2005-01-06,Joaquín
745,2004-09-22,Oficina,Alquiler,Tarragona,136.0,761056.0,2005-04-11,Jesús
746,2004-09-22,Suelo,Alquiler,Barcelona,178.0,1355470.0,2004-12-24,María
747,2004-09-22,Industrial,Alquiler,Girona,228.0,2145480.0,2005-06-21,María
749,2004-09-23,Parking,Alquiler,Girona,294.0,1335936.0,2005-07-14,Carmen
753,2004-09-25,Piso,Alquiler,Tarragona,251.0,1206557.0,2005-05-20,María
754,2004-09-25,Oficina,Venta,Tarragona,235.0,2202655.0,2005-04-16,Pedro
755,2004-09-26,Industrial,Alquiler,Tarragona,50.0,308850.0,2005-08-10,Pedro
758,2004-09-26,Piso,Alquiler,Tarragona,117.0,823680.0,2005-01-19,María
759,2004-09-26,Casa,Alquiler,Barcelona,299.0,1695330.0,2005-07-14,Joaquín
762,2004-09-27,Piso,Alquiler,Girona,291.0,2411808.0,2005-02-28,Joaquín
763,2004-09-27,Oficina,Alquiler,Girona,210.0,1122240.0,2005-08-27,Pedro
764,2004-09-28,Local,Alquiler,Girona,291.0,2354481.0,2005-01-26,Carmen
765,2004-09-29,Piso,Alquiler,Girona,204.0,1044480.0,2005-04-17,Jesús
766,2004-09-29,Piso,Alquiler,Barcelona,95.0,510150.0,2005-05-07,Jesús
769,2004-10-04,Oficina,Venta,Lleida,185.0,1343840.0,2005-04-17,Carmen
773,2004-10-05,Local,Alquiler,Tarragona,244.0,2332152.0,2005-06-05,Joaquín
776,2004-10-05,Suelo,Alquiler,Tarragona,68.0,611796.0,2005-06-18,Luisa
777,2004-10-06,Local,Alquiler,Barcelona,228.0,1554732.0,2005-08-17,Jesús
778,2004-10-06,Local,Alquiler,Tarragona,256.0,1877760.0,2005-04-14,María
780,2004-10-06,Suelo,Alquiler,Lleida,158.0,1217390.0,2005-04-27,Luisa
782,2004-10-06,Oficina,Alquiler,Girona,219.0,1455693.0,2005-01-28,Joaquín
783,2004-10-06,Parking,Alquiler,Tarragona,83.0,778706.0,2005-09-11,María
784,2004-10-06,Casa,Alquiler,Barcelona,228.0,1685148.0,2005-10-05,Luisa
793,2004-10-10,Oficina,Venta,Tarragona,277.0,1522946.0,2005-03-09,Joaquín
794,2004-10-10,Casa,Alquiler,Tarragona,74.0,338476.0,2005-05-19,Jesús
795,2004-10-10,Casa,Alquiler,Lleida,110.0,950290.0,2005-06-08,Carmen
796,2004-10-11,Oficina,Venta,Barcelona,255.0,1442280.0,2005-05-04,Jesús
798,2004-10-11,Suelo,Alquiler,Tarragona,278.0,2209822.0,2005-02-27,Jesús
799,2004-10-12,Local,Alquiler,Tarragona,67.0,653250.0,2005-02-19,María
800,2004-10-13,Local,Alquiler,Tarragona,159.0,1323198.0,2005-08-26,Jesús
802,2004-10-13,Local,Alquiler,Tarragona,163.0,1115409.0,2005-03-14,María
804,2004-10-14,Piso,Alquiler,Barcelona,243.0,1469178.0,2005-02-18,Pedro
805,2004-10-14,Oficina,Venta,Girona,43.0,415552.0,2005-01-16,Luisa
806,2004-10-15,Suelo,Alquiler,Tarragona,259.0,1891736.0,2005-07-18,María
807,2004-10-15,Oficina,Alquiler,Girona,119.0,630224.0,2005-04-09,Joaquín
811,2004-10-16,Oficina,Venta,Tarragona,236.0,2208252.0,2005-04-21,Pedro
813,2004-10-17,Oficina,Alquiler,Barcelona,192.0,1627200.0,2005-01-27,Luisa
815,2004-10-18,Parking,Alquiler,Barcelona,232.0,2180104.0,2005-07-19,Joaquín
816,2004-10-18,Suelo,Alquiler,Barcelona,158.0,878638.0,2005-05-05,Joaquín
817,2004-10-18,Suelo,Alquiler,Tarragona,49.0,244608.0,2005-04-21,Pedro
819,2004-10-19,Piso,Alquiler,Tarragona,206.0,1688170.0,2005-07-17,Jesús
823,2004-10-21,Piso,Alquiler,Girona,60.0,484560.0,2005-08-24,Jesús
825,2004-10-21,Oficina,Alquiler,Girona,239.0,1709567.0,2005-06-10,Jesús
827,2004-10-23,Industrial,Alquiler,Barcelona,199.0,1278774.0,2005-04-06,Pedro
831,2004-10-24,Casa,Alquiler,Tarragona,87.0,574200.0,2005-05-19,Carmen
832,2004-10-24,Oficina,Alquiler,Lleida,212.0,1968632.0,2005-10-23,Pedro
837,2004-10-27,Piso,Alquiler,Girona,62.0,583110.0,2005-02-19,Joaquín
839,2004-10-27,Parking,Alquiler,Girona,114.0,1040478.0,2005-04-29,Carmen
843,2004-10-30,Local,Alquiler,Tarragona,121.0,593021.0,2005-02-28,Luisa
845,2004-10-31,Suelo,Alquiler,Tarragona,246.0,2214984.0,2005-09-22,Joaquín
846,2004-10-31,Piso,Alquiler,Girona,121.0,731929.0,2005-06-27,Pedro
847,2004-10-31,Oficina,Alquiler,Tarragona,223.0,1566129.0,2005-04-06,Jesús
849,2004-11-01,Piso,Alquiler,Girona,159.0,1391091.0,2005-06-16,Carmen
850,2004-11-01,Casa,Alquiler,Girona,157.0,1032118.0,2005-06-16,Luisa
851,2004-11-02,Casa,Alquiler,Girona,237.0,1768020.0,2005-04-27,Luisa
853,2004-11-02,Piso,Alquiler,Lleida,299.0,2430272.0,2005-03-26,Carmen
857,2004-11-03,Oficina,Alquiler,Lleida,251.0,1821758.0,2005-06-11,Luisa
860,2004-11-03,Piso,Alquiler,Girona,96.0,891456.0,2005-07-28,Pedro
861,2004-11-04,Local,Alquiler,Barcelona,152.0,631560.0,2005-10-28,Joaquín
862,2004-11-06,Oficina,Alquiler,Barcelona,246.0,2328636.0,2005-03-10,Luisa
864,2004-11-06,Parking,Alquiler,Girona,110.0,523160.0,2005-09-11,Joaquín
868,2004-11-07,Parking,Alquiler,Lleida,183.0,1082079.0,2005-09-07,Carmen
870,2004-11-08,Casa,Alquiler,Tarragona,88.0,726352.0,2005-06-13,Joaquín
871,2004-11-09,Piso,Alquiler,Girona,185.0,1390460.0,2005-08-29,Jesús
872,2004-11-09,Industrial,Alquiler,Lleida,295.0,2923155.0,2005-05-06,Luisa
874,2004-11-09,Oficina,Alquiler,Girona,147.0,1259202.0,2005-05-03,Pedro
876,2004-11-09,Oficina,Alquiler,Lleida,128.0,549120.0,2005-03-16,Carmen
877,2004-11-10,Industrial,Alquiler,Barcelona,145.0,1372135.0,2005-04-18,Pedro
878,2004-11-10,Oficina,Venta,Lleida,147.0,1070307.0,2005-07-10,Pedro
879,2004-11-11,Parking,Alquiler,Lleida,272.0,1542784.0,2005-06-24,Joaquín
880,2004-11-11,Casa,Alquiler,Lleida,113.0,645569.0,2005-06-10,Carmen
884,2004-11-11,Casa,Alquiler,Lleida,151.0,719213.0,2005-02-23,Jesús
886,2004-11-13,Suelo,Alquiler,Barcelona,160.0,1356160.0,2005-11-08,Luisa
887,2004-11-13,Oficina,Alquiler,Lleida,95.0,412395.0,2005-07-31,María
888,2004-11-13,Oficina,Alquiler,Lleida,236.0,1420012.0,2005-10-31,Pedro
889,2004-11-13,Oficina,Venta,Tarragona,165.0,1598520.0,2005-10-11,Pedro
891,2004-11-14,Casa,Alquiler,Tarragona,226.0,2025638.0,2005-05-04,María
893,2004-11-14,Parking,Alquiler,Lleida,92.0,610696.0,2005-05-04,Jesús
894,2004-11-14,Industrial,Alquiler,Barcelona,229.0,1341024.0,2005-09-12,Jesús
895,2004-11-14,Piso,Alquiler,Tarragona,226.0,1340632.0,2005-09-24,Luisa
896,2004-11-15,Suelo,Alquiler,Lleida,64.0,581568.0,2005-02-15,Carmen
899,2004-11-16,Casa,Alquiler,Barcelona,136.0,1072768.0,2005-04-02,Pedro
900,2004-11-16,Parking,Alquiler,Girona,294.0,1653456.0,2005-07-18,Pedro
901,2004-11-17,Oficina,Alquiler,Barcelona,294.0,2722146.0,2005-11-05,Joaquín
902,2004-11-17,Suelo,Alquiler,Tarragona,151.0,1029367.0,2005-05-05,Carmen
904,2004-11-18,Local,Alquiler,Girona,116.0,479892.0,2005-11-11,Joaquín
905,2004-11-18,Industrial,Alquiler,Tarragona,68.0,500140.0,2005-10-27,Pedro
906,2004-11-18,Oficina,Alquiler,Barcelona,59.0,491706.0,2005-07-03,Jesús
909,2004-11-19,Piso,Alquiler,Tarragona,197.0,1506853.0,2005-11-16,Jesús
910,2004-11-20,Local,Alquiler,Barcelona,135.0,1036665.0,2005-11-08,Pedro
911,2004-11-20,Suelo,Alquiler,Lleida,200.0,1967400.0,2005-08-30,Pedro
912,2004-11-20,Suelo,Alquiler,Lleida,250.0,1676500.0,2005-08-30,Pedro
914,2004-11-20,Oficina,Venta,Girona,285.0,1869885.0,2005-08-10,Jesús
915,2004-11-21,Piso,Alquiler,Lleida,155.0,1511095.0,2005-08-20,María
917,2004-11-22,Industrial,Alquiler,Lleida,197.0,1662089.0,2005-06-29,Carmen
918,2004-11-22,Casa,Alquiler,Lleida,270.0,1311660.0,2005-10-11,María
921,2004-11-24,Oficina,Venta,Lleida,217.0,1238202.0,2005-05-11,Joaquín
923,2004-11-25,Parking,Alquiler,Girona,283.0,2213909.0,2005-05-10,Luisa
924,2004-11-25,Parking,Alquiler,Lleida,298.0,2039512.0,2005-10-11,Joaquín
925,2004-11-25,Suelo,Alquiler,Barcelona,298.0,2376550.0,2005-10-19,Luisa
926,2004-11-25,Suelo,Alquiler,Barcelona,151.0,709700.0,2005-03-16,Carmen
927,2004-11-26,Industrial,Alquiler,Barcelona,283.0,1615647.0,2005-06-06,Joaquín
928,2004-11-27,Local,Alquiler,Tarragona,73.0,410260.0,2005-10-29,Carmen
932,2004-11-29,Parking,Alquiler,Tarragona,150.0,795000.0,2005-10-17,Luisa
933,2004-11-29,Casa,Alquiler,Girona,228.0,2212740.0,2005-10-10,Jesús
934,2004-11-30,Oficina,Alquiler,Lleida,164.0,1373008.0,2005-06-09,Pedro
935,2004-12-01,Parking,Alquiler,Girona,116.0,573040.0,2005-11-01,María
936,2004-12-01,Industrial,Alquiler,Girona,276.0,1932552.0,2005-10-20,María
938,2004-12-01,Industrial,Alquiler,Girona,216.0,1962360.0,2005-05-17,Pedro
941,2004-12-02,Industrial,Alquiler,Tarragona,177.0,1485915.0,2005-04-29,Carmen
943,2004-12-03,Piso,Alquiler,Girona,66.0,558030.0,2005-12-01,Carmen
947,2004-12-05,Piso,Alquiler,Girona,237.0,1725597.0,2005-07-07,Pedro
948,2004-12-05,Parking,Alquiler,Barcelona,206.0,1241562.0,2005-07-27,María
950,2004-12-06,Oficina,Venta,Barcelona,65.0,307255.0,2005-10-11,Carmen
952,2004-12-07,Casa,Alquiler,Girona,240.0,1510320.0,2005-10-19,Carmen
956,2004-12-09,Casa,Alquiler,Tarragona,84.0,368760.0,2005-07-30,Luisa
957,2004-12-10,Local,Alquiler,Tarragona,227.0,1071667.0,2005-05-26,Carmen
960,2004-12-10,Parking,Alquiler,Girona,96.0,535584.0,2005-10-22,Carmen
961,2004-12-10,Oficina,Alquiler,Barcelona,174.0,1271592.0,2005-07-13,Joaquín
965,2004-12-11,Piso,Alquiler,Lleida,213.0,1994532.0,2005-04-22,María
967,2004-12-12,Local,Alquiler,Lleida,96.0,769824.0,2005-10-03,Jesús
969,2004-12-14,Piso,Alquiler,Girona,232.0,1193408.0,2005-06-07,Luisa
972,2004-12-15,Casa,Alquiler,Lleida,126.0,600642.0,2005-08-20,Jesús
973,2004-12-15,Parking,Alquiler,Lleida,131.0,920144.0,2005-12-10,Jesús
975,2004-12-16,Local,Alquiler,Barcelona,232.0,1236560.0,2005-11-20,Pedro
976,2004-12-16,Suelo,Alquiler,Barcelona,199.0,1494490.0,2005-04-04,Joaquín
978,2004-12-18,Casa,Alquiler,Barcelona,97.0,672792.0,2005-05-23,Joaquín
981,2004-12-19,Casa,Alquiler,Barcelona,212.0,1588940.0,2005-08-29,Carmen
982,2004-12-19,Oficina,Alquiler,Barcelona,250.0,1127750.0,2005-04-04,Luisa
983,2004-12-19,Suelo,Alquiler,Lleida,278.0,1678286.0,2005-04-20,Jesús
984,2004-12-20,Piso,Alquiler,Barcelona,270.0,2427300.0,2005-09-06,Pedro
985,2004-12-20,Suelo,Alquiler,Lleida,212.0,1753240.0,2005-05-14,Joaquín
987,2004-12-21,Casa,Alquiler,Tarragona,225.0,2000475.0,2005-07-12,Jesús
990,2004-12-21,Oficina,Venta,Barcelona,233.0,1870757.0,2005-10-13,Luisa
991,2004-12-22,Piso,Alquiler,Girona,281.0,2326118.0,2005-07-22,María
994,2004-12-22,Oficina,Venta,Tarragona,180.0,1414800.0,2005-05-29,Joaquín
995,2004-12-23,Parking,Alquiler,Girona,88.0,690184.0,2005-05-29,Carmen
996,2004-12-23,Industrial,Alquiler,Girona,66.0,448932.0,2005-09-01,Pedro
1001,2004-12-25,Piso,Alquiler,Barcelona,292.0,2677056.0,2005-07-22,María
1004,2004-12-26,Oficina,Alquiler,Girona,159.0,1437360.0,2005-06-12,Luisa
1006,2004-12-27,Oficina,Alquiler,Tarragona,86.0,822504.0,2005-08-17,Jesús
1008,2004-12-27,Piso,Alquiler,Tarragona,222.0,1266732.0,2005-06-23,Pedro
1010,2004-12-27,Piso,Alquiler,Barcelona,96.0,862848.0,2005-12-23,María
1011,2004-12-30,Oficina,Venta,Tarragona,173.0,1008071.0,2005-07-21,Jesús
1012,2004-12-31,Oficina,Venta,Barcelona,191.0,1657880.0,2005-09-06,Pedro
1014,2004-12-31,Local,Alquiler,Barcelona,168.0,1508472.0,2005-12-03,Luisa
1015,2005-01-01,Parking,Alquiler,Barcelona,142.0,1276864.0,2005-10-24,María
1017,2005-01-01,Local,Alquiler,Barcelona,269.0,1360064.0,2005-08-17,Jesús
1019,2005-01-02,Industrial,Alquiler,Lleida,201.0,1176855.0,2005-10-07,María
1020,2005-01-02,Suelo,Alquiler,Girona,86.0,452962.0,2005-10-24,Joaquín
1021,2005-01-03,Piso,Alquiler,Tarragona,237.0,1177653.0,2005-11-10,Joaquín
1022,2005-01-03,Oficina,Venta,Girona,105.0,889980.0,2005-10-16,Pedro
1023,2005-01-03,Piso,Alquiler,Barcelona,172.0,1615424.0,2005-11-19,Carmen
1024,2005-01-04,Industrial,Alquiler,Tarragona,216.0,2022624.0,2005-05-07,Jesús
1025,2005-01-04,Parking,Alquiler,Barcelona,206.0,1231262.0,2005-07-10,Luisa
1026,2005-01-04,Casa,Alquiler,Girona,79.0,352972.0,2005-11-06,Joaquín
1028,2005-01-05,Piso,Alquiler,Lleida,269.0,1089181.0,2005-07-25,Joaquín
1029,2005-01-05,Piso,Alquiler,Tarragona,221.0,1194505.0,2005-12-12,María
1030,2005-01-05,Industrial,Alquiler,Barcelona,143.0,1106677.0,2005-08-08,María
1031,2005-01-06,Industrial,Alquiler,Barcelona,170.0,1262250.0,2005-11-29,Luisa
1032,2005-01-06,Casa,Alquiler,Lleida,171.0,1236672.0,2005-06-07,Luisa
1033,2005-01-06,Industrial,Alquiler,Girona,153.0,923355.0,2005-07-07,Luisa
1037,2005-01-08,Piso,Alquiler,Girona,59.0,325326.0,2005-04-09,Carmen
1038,2005-01-09,Casa,Alquiler,Lleida,264.0,1441440.0,2005-10-28,Pedro
1040,2005-01-09,Local,Alquiler,Tarragona,286.0,1732302.0,2005-08-26,Joaquín
1042,2005-01-11,Suelo,Alquiler,Tarragona,186.0,1844004.0,2005-06-19,Pedro
1043,2005-01-11,Piso,Alquiler,Tarragona,217.0,1603196.0,2005-12-11,Joaquín
1044,2005-01-11,Parking,Alquiler,Girona,260.0,2402920.0,2005-10-09,Joaquín
1045,2005-01-11,Suelo,Alquiler,Girona,240.0,1823280.0,2005-09-04,Luisa
1046,2005-01-11,Oficina,Alquiler,Barcelona,157.0,949693.0,2005-11-27,Jesús
1047,2005-01-12,Casa,Alquiler,Barcelona,279.0,2362572.0,2005-09-25,Luisa
